week,date,rank,skater,trick,line,switch,stance,slowmo,replayed,slam,NY,oddball,obstacle,obstacledetail,location,notes,points,video,videotype,company,ig
22,6/3/22,5,Antwuan Dixon,bs noseslide to nollie heelflip,1,,regular,1,1,,,,ledge,gap to ledge,JKwon,,6,NOT A SKATE VIDEO,company,FTP,
22,6/3/22,4,Ryan Hamburg,ollie to no comply,,,regular,,1,,,1,gap,over rail into bank,,mindbender,7,Splendor,company,Foundation,
22,6/3/22,3,Corey Glick,fs wallride to fs 5-0,,,regular,1,1,,,,handrail,wall to handrail,,,8,Splendor,company,Foundation,
22,6/3/22,2,Dale Starkie,bs 360,1,,regular,1,,,,,stairs,,,5 trick line,9,Welcome 2: Hell,company,Welcome Skateshop,
22,6/3/22,1,Julian Lewis,ride-on 5050,,,regular,1,,,,,handrail,,,insane,10,Splendor,company,Foundation,
23,6/10/22,10,Jake Church,ollie,,,regular,1,,,,,gap,escalator,,,1,Much Quiet,company,Vans,
23,6/10/22,9,Sarah Kelly,bs boardslide,,,regular,,,,,,hubba,kinked hubba,,woman,2,Site,company,Ninetimes,
23,6/10/22,8,Zach Funk,fakie fs kickflip,1,,fakie,,,,,,gap,over rail,,,3,SLAG,company,Radio x Environs,
23,6/10/22,7,Riley Boland,nose manual,,,regular,,,,,,pad,bank to pad to bank,,,4,Site,company,Ninetimes,
23,6/10/22,6,Joseph Biais,polejam to fs lipslide to fakie,,,regular,1,,,,,flat rail,pole to gap to rail,,,5,Much Quiet,company,Vans,
23,6/10/22,5,Bret Gregory,bs wallride to bs bigspin,,,regular,1,1,,,,wall,wall to stairs,,triple replay,6,Jimmy,homie,,
23,6/10/22,4,Wade Desarmo,hardflip,,,regular,,,,,,stairs,,,,7,DEFINE,company,Primitive,
23,6/10/22,3,Spencer Hamilton,sw bs kickflip,,1,switch,1,1,,,,stairs,over rail,,,8,DEFINE,company,Primitive,
23,6/10/22,2,Paul Rodriguez,sw bs smith to sw bs kickflip,,1,switch,1,1,,,,ledge,curved ledge,,triple replay,9,DEFINE,company,Primitive,
23,6/10/22,1,Tiago Lemos,sw kickflip to sw bs tailslide, ,1,switch,1,1,,,,ledge,gap to ledge to gap,UCLA,2 clips,10,DEFINE,company,Primitive,
24,6/17/22,10,Sean Evans,heelflip to fs crook to fakie,,,regular,,,,,,ledge,,,,1,Chrysalis,company,Habitat,
24,6/17/22,9,Charlie Munro,bs noseslide to nollie kickflip,,,regular,,,,,,ledge,,,,2,Que Rico,company,Levis Skateboarding,
24,6/17/22,8,Jesse Alba,bs boardslide to kickflip,,,regular,,,,,,flat rail,pipes,,,3,Alv's Angels,company,Last Resort,
24,6/17/22,7,Louie Lopez,bs boardslide to kickflip to bs boardslide,,,regular,,,,,,curb,,copenhagen open,,4,,,,1
24,6/17/22,6,Leon Chapdelaine,bs blunt to ollie,,,regular,1,1,,,,ledge,over bike,jarmers,,5,,,,1
24,6/17/22,5,Theo Korkidas,fs blunt stall to fs 180,,,regular,1,,,,,transition,street transition,,,6,20th Anniversary,company,Homebase,
24,6/17/22,4,John Cardiel,fs boardslide,,,regular,,,,,,curb,,,,7,Alv's Angels,company,Last Resort,
24,6/17/22,3,Billy Trick,acid drop to fs 5050,,,regular,,,,,,curb,drop to curb,,,8,Supreme AntiHero,company,Supreme x Anti Hero,
24,6/17/22,2,Alex Willms,bs boardslide to bs boardslide,,,regular,,,,,,handrail,handrail to hubba,,,9,Sk8mafia Pro,solo,Sk8mafia,
24,6/17/22,1,Chris Milic,fs boardslide to sw manual,,,regular,1,,,,,pad,chain to pad,,2 clips,10,Alv's Angels,company,Last Resort,
25,6/24/22,10,Tom O’Reilly,bs halfcab roll off to manual to slappy bs blunt transfer to fakie,,,fakie,,,,,1,curb,,,combo,1,SENSIBLES,homie,,
25,6/24/22,9,Will Marshall,360 flip to bs noseslide,,,regular,,1,,,,ledge,,,,2,,,,1
25,6/24/22,8,Junnosuke Hasegawa,ollie to fs wallride,,,regular,,,,,,wall,,,quick feet,3,japanese word,company,Lesque,
25,6/24/22,7,Justin Sommer,bs 360 kickflip,1,,regular,,1,,,,stairs,,,,4,Raw AMs,solo,Independent,
25,6/24/22,6,Vincent Touzery,bs shuv to bs tailslide,,,regular,,,,,,curb,gap to curb to gap,,2 clips,5,SENSIBLES,homie,,
25,6/24/22,5,David Jakinda,sw 360 flip,1,1,switch,,,,,,gap,flat gap to bank,copenhagen flat gap,,6,,,,1
25,6/24/22,4,Casper Brooker,bs smith to bs bigspin,,,regular,,,,,,ledge,curved ledge,Paris curved ledge,,7,SENSIBLES,homie,,
25,6/24/22,3,Jordan Trahan,no comply to bs tailslide,,,regular,,,,,1,ledge,,Jarmers,,8,,,,1
25,6/24/22,2,Mathias Sauvageon,dolphin flip,,,regular,1,,,,,gap,flat gap,,,9,SENSIBLES,homie,,
25,6/24/22,1,Antonio Durao,sw fs kickflip,,1,switch,,,,1,,stairs,,LES double set,best trick contest,10,,,,1
26,7/1/22,10,Kyonosuke Yamashita,bs nosegrind,,,regular,,,,,,ledge,gap to ledge,,,1,Introducing,solo,Lakai,
26,7/1/22,9,Tom Asta,sw 360 flip,1,1,switch,,,,,,stairs,,,,2,Misprints,company,Santa Cruz,
26,7/1/22,8,Mikey Payne,bs lipslide,,,regular,,,,,,ledge,outledge,Pulaski,,3,With All Due,homie,,
26,7/1/22,7,Cyrus Bennett,kickflip,,,regular,,1,,,,transition,hip,demo,copenhagen open,4,,,,1
26,7/1/22,6,Jake Johnson,nollie heelflip,,,nollie,1,1,,,,gap,bump to bar,PA bump to bar,,5,With All Due,homie,,
26,7/1/22,5,Kevin Augustine,kickflip to bs tailslide,,,regular,,1,,,,ledge,outledge,Pulaski,,6,With All Due,homie,,
26,7/1/22,4,Amelien Foures,nollie to bs crook,,,nollie,,1,,,,ledge,,,,7,AMELIEN,solo,,
26,7/1/22,3,Maurio McCoy,halfcab to fs noseblunt to nollie kickflp,,,fakie,,1,,,,ledge,,Flushings fountain,,8,Misprints,company,Santa Cruz,
26,7/1/22,2,Jordan Queijo,nose manual to fs nollie 360 kickflip,,,regular,1,1,,,,pad,,,,9,ONE NOTE IS ALL IT TAKES,homie,,
26,7/1/22,1,Drew Grabowski,nollie fs big flip,1,,nollie,,,,,,gap,over wall,Pulaski,,10,Drew Grabowski Forever,solo,,
27,7/8/22,10,Erildo Boccacci,sw varial kickflip,1,1,switch,,,,,,stairs,,,,1,SANGUI,homie,,
27,7/8/22,9,Andrew Verde,bs 180 to sw fs crook,,,regular,1,,,,,ledge,outledge,,,2,Veinte,company,Sk8land Skateshop,
27,7/8/22,8,Will Marshall,shuv to fs noseslide to nollie shuv,,,regular,,1,,,,ledge,,,triple replay,3,,,,1
27,7/8/22,7,Nassim Lachhab,sw heelflip,1,1,switch,1,1,,,,stairs,,,,4,Nassim Lacchab for etnies,solo,Etnies,
27,7/8/22,6,Victor Campillo,bs 180 to sw manual to sw kickflip,,,regular,,,,,,pad,,,,5,SANGUI,homie,,
27,7/8/22,5,Carl Aikens,sw bs kickflip,1,1,switch,,,,1,,stairs,,NYC stairs,,6,,,,1
27,7/8/22,4,Patrick O'Mara,fs kickflip,1,,regular,,1,,1,,stairs,,NYC stairs,,7,PATRICK VIOLET,solo,Violet,
27,7/8/22,3,less.t,ollie to fs wallride,1,,regular,,1,,,,wall,gap to wall,,,8,Xola 955,company,Decline,
27,7/8/22,2,Pepe Garcia,fs noseslide to nollie meatspin,,,regular,1,,,,,ledge,,,2 clips,9,Veinte,company,Sk8land Skateshop,
27,7/8/22,1,Torey Pudwilll,kickflip to bs noseblunt to fakie,,,regular,1,,,,,ledge,,,,10,Bigger Bang,solo,,
28,7/15/22,10,Brandon Westgate,kickflip,1,,regular,,,,,,gap,over rail,,,1,Brian Brandon & Will,homie,,
28,7/15/22,9,Curren Caples,fs layup,,,regular,1,,,,1,transition,,bunt jam,traveling?,2,,,,1
28,7/15/22,8,Ewing Ayala,fakie big flip,1,,fakie,,1,,,,gap,over can,,triple replay,3,Much Needed After A Long,homie,,
28,7/15/22,7,Will Marshall,fakie fs kickflip,1,,fakie,,1,,,,stairs,,yale,,4,,,,1
28,7/15/22,6,Jasper Dohrs,bs blunt to bs blunt,,,regular,,,,1,,hubba,hubba to ledge,NYC hubba to ledge,,5,Much Needed After A Long,homie,,
28,7/15/22,5,Will Mazzari,bs blunt to fakie,1,,regular,1,,,,,ledge,outledge,,,6,Brian Brandon & Will,homie,,
28,7/15/22,4,Matisse Banc,bs wallride to kickflip,,,regular,,,,,,wall,wall to bank,,,7,Portuguese Breeze,company,Volcom,
28,7/15/22,3,Kyota Umeki,bs crook,,,regular,1,,,1,,flat rail,into bank,NYC courthouse,,8,Much Needed After A Long,homie,,
28,7/15/22,2,Ben Chadourne,bs noseslide,,,regular,,,1,,,hubba,,,long as fuck,9,,,,1
28,7/15/22,1,Brian Reid,bs boardslide,,,regular,1,,,,,ledge,ledge to rail to handrail,,,10,Brian Brandon & Will,homie,,
29,7/22/22,10,Deedz,manual to bs boardslide,,,regular,,,,,,pad,pad to handrail,,,1,,,,1
29,7/22/22,9,Art Cordova,fakie big flip,,,fakie,1,1,,,,gap,,,triple replay,2,Espada,solo,Flip,
29,7/22/22,8,Joseph Campos,bs 5050,,,regular,1,,,,,ledge,outledge,,,3,Hockey X,company,Hockey,
29,7/22/22,7,Victor Campillo,manual to wallride nollie to manual,,,regular,,,,,1,pad,pad to wall to pad,SF Hills,,4,SanVico,solo,,
29,7/22/22,6,Donovan Piscopo,impossible to fs 5-0,,,regular,1,,,,,ledge,bump to can,,,5,Hockey X,company,Hockey,
29,7/22/22,5,Nik Stain,sw fs shuv,,1,switch,1,1,,,,gap,into bank,,,6,Hockey X,company,Hockey,
29,7/22/22,4,Jeff Mendoza,fs 5-0 to kickflip,,,regular,1,1,,,,ledge,,Milano Centrale,,7,Not That Easy,homie,,
29,7/22/22,3,Felipe Gustavo,360 flip to crook,,,regular,,,,1,,ledge,,NYC courthouse,,8,Code,company,Plan B,
29,7/22/22,2,Treor McClung,sw bs 360,,1,switch,1,1,,,,stairs, ,hollywood high,,9,Code,company,Plan B,
29,7/22/22,1,Diego Todd,nose slide to nollie kickflip,1,,regular,1,1,,1,,ledge,,,3 clips,10,Hockey X,company,Hockey,
30,7/29/22,10,Francis Peters,wallie fs heeflip,,,regular,1,1,,,1,wall,,DIY park,triple replay,1,,,,1
30,7/29/22,9,Matyas Ricsi,ride-on fs lipslide,,,regular,,,1,,1,flat rail,drop to rail,,,2,Uccso,homie,,
30,7/29/22,8,Juan Algora,bs kickflip to sw bs nosegrind ,,,regular,1,,,,,ledge,,,,3,The Alibi,solo,,
30,7/29/22,7,Jonatan Drab,nollie kickflip,,,nollie,,,,,1,gap,into bank,,grass,4,,,,1
30,7/29/22,6,Carl Aikens,sw hardflip,,1,switch,,,,,,stairs,,,,5,,,,1
30,7/29/22,5,Sammy Montano,bs noseblunt,,,regular,1,,,,,ledge,gap to ledge,,on can,6,Diay,solo,Globe,
30,7/29/22,4,Jordan Taylor,ride-on bs 5050,,,regular,1,,,,,ledge,ledge to gap,,,7,Bottle Neck Sewage,company,WKND,
30,7/29/22,3,Sean Greene,bs wallride nollie out,1,,regular,,,,,,wall,on mailbox,SF Hills,,8,,,,1
30,7/29/22,2,Christian Malouf,fs kickflip,,,regular,,,,,,gap,over trash can,,,9,Bottle Neck Sewage,company,WKND,
30,7/29/22,1,Balla Petike,bs 5050 to ride-on ride to ride-on bs 5050,,,regular,,,,,1,flat rail,rail to stump to rail,,,10,Uccso,homie,,
31,8/5/22,10,Johnny Tang,bs lipslide to fs shuv,,,regular,1,,,,,ledge,ledge to stairs,,,1,Hong King Video,company,Helas,
31,8/5/22,9,Nick Dias,kickflip to fs tailslide,1,,regular,,,,,,ledge,,,wearing headphones,2,Sergio,company,DC Shoes,
31,8/5/22,8,Max Wasungu,bs boardslide,,,regular,,,,,,flat rail,glass barrier to drop,,,3,,,,1
31,8/5/22,7,Elissa Steamer,kickflip,,,regular,,,1,,,stairs,,SF Hills,woman,4,,,,1
31,8/5/22,6,Antonio Durao,sw 360 flip,1,1,switch,,,,1,,stairs,,,,5,,,,1
31,8/5/22,5,Stu Kirst,fs boardslide,,,regular,,,,1,,handrail,,,,6,Stu 04,solo,,
31,8/5/22,4,Mariah Duran,kickflip,,,regular,,,,,,flat,into bank,,woman,7,Rapa Nui,solo,,
31,8/5/22,3,Fred Gall,bs blunt transfer,,,regular,,,,,,flat rail,into bank,,,8,Spiritual Healing,solo,,
31,8/5/22,2,Grant Taylor,pole jam 5050,,,regular,,,,,1,flat rail,into bank,,crazy obstacle,9,,,,1
31,8/5/22,1,Tyshawn Jones,ollie,1,,regular,,,,1,,gap,bump to bar,,,10,,,,1
32,8/12/22,10,Makenzie Carruthers,bs 180 to sw fs 5-0 to regular,1,,regular,,1,,,1,transition,street transition,MTL olympics,2 clips,1,HARDKOUR,homie,,
32,8/12/22,9,Vince Palmer,bs kickflip,1,,regular,,,1,,,gap,,Mallorca,,2,"Mamma Mia, Bro",homie,,
32,8/12/22,8,Will Marshall,sw heelflip,1,1,switch,,,,,,stairs,,,,3,WHAT IF GOD SAID,company,Bronze x DC,
32,8/12/22,7,Leon Chapdelaine,ollie,1,,regular,,,,,,gap,flat gap,,,4,HARDKOUR,homie,,
32,8/12/22,6,Shaun Paul,bs noseslide,,,regular,,,,,,ledge,ledge to gap,,,5,WHAT IF GOD SAID,company,Bronze x DC,
32,8/12/22,5,Eetu Toropainen,fs noseslide to fakie,1,,regular,,1,,,,ledge,ledge to gap,Mallorca,,6,"Mamma Mia, Bro",homie,,
32,8/12/22,4,Louie Lopez,sw bs heelflip,1,1,switch,,,,,,gap,over can,UCLA,,7,Honor Roll,solo,,
32,8/12/22,3,Alan Bell,fs lipslide to heelflip,,,regular,1,1,,1,1,ledge,,,,8,be honest,homie,,
32,8/12/22,2,Zak Anders,fs lipslide,,,regular,,,1,1,,ledge,curved ledge,,,9,Cow Boy,solo,,
